query,top_name,top_homba_id,score,methods,matched_alias,matched_query,modifier_terms,modifier_match_score,review_flag,rank2_name,rank2_score
Ventroposterior Inferior Thalamus,ventral midline nuclei of thalamus,HOMBA:AA30276,0.502398,hierarchy_parent,ventral midline nuclei of thalamus,Ventroposterior Inferior Thalamus,,1.0,low_confidence,ventroanterior-ventrolateral nuclear complex of thalamus,0.494738
Ventroposterior medial and lateral thalamic nuclei,medial subdivision of LaV,HOMBA:11515,0.680762,bm25+fuzzy,ventral medial subdivision of lateral nuclei,Ventroposterior medial and lateral thalamic nuclei,medial;lateral,1.0,needs_review,medial division of central lateral nucleus,0.660254
Ventroposterior Medial and Lateral Thalamus,ventral lateral nucleus of thalamus,HOMBA:10420,0.590895,bm25+fuzzy,ventral lateral nucleus of thalamus,Ventroposterior Medial and Lateral Thalamus,medial;lateral,0.5,modifier_conflict,medial subdivision of LaV,0.581776
Vestibular Nucleus,vestibular nuclei in pons,HOMBA:12448,1.0,bm25+exact+fuzzy+hierarchy_parent,Vestibular Nucleus,Vestibular Nucleus,,1.0,high_confidence,vestibular nuclei in medulla,0.816733
Vestibulochoclear Nerve,root of vestibulocochlear nerve,HOMBA:12868,0.585,bm25+fuzzy+hierarchy_parent,root of vestibulocochlear nerve,Vestibulochoclear Nerve,,1.0,low_confidence,cochlear root of vestibulocochlear nerve,0.505
Visceral Motor Nuclei,efferent nuclei of the cranial nerves in midbrain,HOMBA:12196,0.514851,hierarchy_parent,efferent nuclei of the cranial nerves in midbrain,Visceral Motor Nuclei,,1.0,low_confidence,facial nucleus,0.508517
Zona incerta and H fields,zona incerta,HOMBA:10463,0.715161,bm25+fuzzy,zona incerta,Zona incerta and H fields,,1.0,needs_review,gray matter of hindbrain (rhombencephalon),0.268685
Zona Incerta and Lenticular Fascicles,zona incerta,HOMBA:10463,0.637323,bm25+fuzzy,zona incerta,Zona Incerta and Lenticular Fascicles,,1.0,needs_review,lenticular fasciculus (field H2),0.503334
4th ventricle,olfactory recess (ventricle) and ependyma,HOMBA:AA30475,0.815,bm25+fuzzy,ventricle,4th ventricle,,1.0,needs_review,fourth ventricle,0.617966
A11 dopamine cell group,A8 dopamine cell group,HOMBA:AA30843,0.775734,bm25+fuzzy,A8 dopamine cell group,A11 dopamine cell group,,1.0,needs_review,A2 noradrenaline cell group,0.542914
A13 dopamine cell group,A8 dopamine cell group,HOMBA:AA30843,0.775734,bm25+fuzzy,A8 dopamine cell group,A13 dopamine cell group,,1.0,needs_review,A2 noradrenaline cell group,0.542914
Acoustic striae,acoustic radiation,HOMBA:266441583,0.547351,bm25+fuzzy,acoustic radiation,Acoustic striae,,1.0,low_confidence,intermediate acoustic stria,0.527933
Agranular insular cortex dorsal area,agranular insular cortex (area Iag),HOMBA:10328,0.7722,bm25+fuzzy,agranular major insular cortex,agranular major insular cortex dorsal area,dorsal,0.0,needs_review,agranular temporal insular cortex (area TI),0.643239
"Agranular insular cortex, posterior area",agranular insular cortex (area Iag),HOMBA:10328,0.77,bm25+fuzzy,agranular major insular cortex,agranular major insular cortex posterior area,posterior,0.0,needs_review,agranular temporal insular cortex (area TI),0.633519
"Agranular insular cortex, ventral area",agranular insular cortex (area Iag),HOMBA:10328,0.7722,bm25+fuzzy,agranular major insular cortex,agranular major insular cortex ventral area,ventral,0.0,needs_review,agranular frontal insular cortex (area FI),0.642273
Alveus of the hippocampus,hippocampus,HOMBA:AA30093,0.65046,bm25+fuzzy,hippocampus,Alveus of the hippocampus,,1.0,needs_review,hippocampal proper (Cornu Ammonis),0.604569
Amygdaloid area (unspecified),forebrain white matter (unspecified region),HOMBA:10557,0.680018,bm25+fuzzy,unspecified region,Amygdaloid area (unspecified),unspecified,1.0,needs_review,hindbrain white matter (unspecified region),0.680018
"Amygdaloid area, unspecified",regions of amygdaloid complex,HOMBA:AA30222,0.5766,bm25+hierarchy_parent,regions of amygdaloid complex,"Amygdaloid area, unspecified",,1.0,low_confidence,forebrain white matter (unspecified region),0.560018
Angular thalamic nucleus,ventral midline nuclei of thalamus,HOMBA:AA30276,0.704814,hierarchy_parent,ventral midline nuclei of thalamus,Angular thalamic nucleus,,1.0,needs_review,angular nucleus of thalamus,0.62782
"Anterior commissure, anterior limb",interstitial nucleus of posterior limb of anterior commissure (fundus of striatum),HOMBA:10388,0.715742,bm25+fuzzy,interstitial nucleus of posterior limb of anterior commissure,"Anterior commissure, anterior limb",limb,1.0,needs_review,rostral (anterior) limb of internal capsule,0.425006
"Anterior commissure, intrabulbar part",anterior commissure,HOMBA:10559,0.75,bm25+fuzzy+hierarchy_parent,anterior commissure,"Anterior commissure, intrabulbar part",,1.0,needs_review,rostral (anterior) branch of anterior commissure,0.562743
"Anterior commissure, posterior limb",interstitial nucleus of posterior limb of anterior commissure (fundus of striatum),HOMBA:10388,0.778182,bm25+fuzzy,interstitial nucleus of posterior limb of anterior commissure,"Anterior commissure, posterior limb",posterior;limb,1.0,needs_review,caudal limb of internal capsule,0.390681
Anterior olfactory area,anterior olfactory nuclear complex,HOMBA:10308,0.635146,bm25+fuzzy+hierarchy_parent,anterior olfactory nuclei,Anterior olfactory area,,1.0,needs_review,medial division of anterior olfactory nucleus,0.496053
Anterodorsal thalamic nucleus,ventral midline nuclei of thalamus,HOMBA:AA30276,0.689827,hierarchy_parent,ventral midline nuclei of thalamus,Anterodorsal thalamic nucleus,,1.0,needs_review,anterodorsal nucleus of thalamus,0.653016
Anteromedial thalamic nucleus,ventral midline nuclei of thalamus,HOMBA:AA30276,0.718382,hierarchy_parent,ventral midline nuclei of thalamus,Anteromedial thalamic nucleus,,1.0,needs_review,anteromedial preoptic nucleus,0.665302
"Anteroventral thalamic nucleus, dorsomedial part","periventricular nucleus, preoptic part",HOMBA:10469,0.642251,hierarchy_parent,"periventricular nucleus, preoptic part","Anteroventral thalamic nucleus, dorsomedial part",,1.0,needs_review,ventral midline nuclei of thalamus,0.604083
"Anteroventral thalamic nucleus, ventrolateral part",ventral midline nuclei of thalamus,HOMBA:AA30276,0.597657,hierarchy_parent,ventral midline nuclei of thalamus,"Anteroventral thalamic nucleus, ventrolateral part",,1.0,low_confidence,anteroventral nucleus of thalamus,0.588482
Ascending fibers of the facial nerve,ascending fibers of the facial nerve in pons,HOMBA:12729,1.0,bm25+exact+fuzzy,Ascending fibers of the facial nerve,Ascending fibers of the facial nerve,,1.0,high_confidence,genu of the facial nerve,0.286972
"Basal forebrain region, unspecified",forebrain white matter (unspecified region),HOMBA:10557,0.593664,bm25+fuzzy,forebrain white matter (unspecified region),"Basal forebrain region, unspecified",,1.0,low_confidence,basal forebrain,0.441627
Brachium of the superior colliculus,brachium of superior colliculus,HOMBA:12328,0.948553,bm25+fuzzy,brachium of superior colliculus,Brachium of the superior colliculus,,1.0,high_confidence,superior colliculus,0.753545
"Brainstem, unspecified",forebrain white matter (unspecified region),HOMBA:10557,0.583374,bm25+fuzzy,unspecified region,"Brainstem, unspecified",,1.0,low_confidence,hindbrain white matter (unspecified region),0.583374
CA1 (hippocampus),CA1 region of hippocampus,HOMBA:10297,1.0,bm25+exact+fuzzy,CA1,CA1,hippocampus,1.0,high_confidence,"lamination of hippocampal proper (CA1, CA2, CA3)",1.0
Caudate putamen,caudate-putamen cell bridges,HOMBA:146034746,0.69875,bm25+fuzzy,caudate lenticular nucleus cell bridges,caudate lenticular nucleus,,1.0,needs_review,putamen (lateroventral division of the CP),0.26682
Central canal,central canal of medulla oblongata,HOMBA:12826,0.760417,bm25+fuzzy,central canal of medulla,Central canal,,1.0,needs_review,central canal of spinal cord,0.669231
Central lateral thalamic nucleus,central lateral nucleus of thalamus,HOMBA:10444,0.804396,bm25+fuzzy,central lateral nucleus of thalamus,Central lateral thalamic nucleus,lateral,1.0,needs_review,lateral division of central lateral nucleus,0.795154
Central medial thalamic nucleus,central medial nucleus of thalamus,HOMBA:10445,0.803215,bm25+fuzzy,central medial nucleus of thalamus,Central medial thalamic nucleus,medial,1.0,needs_review,medial division of central nucleus,0.761438
"Cerebellum, unspecified",cerebellum,HOMBA:10656,0.655735,bm25+fuzzy,cerebellum,"Cerebellum, unspecified",,1.0,needs_review,forebrain white matter (unspecified region),0.582161
Cingulate area 1,cingulate subdivision of area 5,HOMBA:10217,0.503069,bm25+fuzzy,cingulate subdivision of area 5,Cingulate area 1,,1.0,low_confidence,cingulate cortex,0.462335
Cingulate area 2,cingulate subdivision of area 5,HOMBA:10217,0.503069,bm25+fuzzy,cingulate subdivision of area 5,Cingulate area 2,,1.0,low_confidence,cingulate cortex,0.462335
Cochlea,cochlear nuclei,HOMBA:12437,0.46225,fuzzy,cochlear nuclei,Cochlea,,1.0,low_confidence,olivocochlear bundle,0.45
Cochlear nerve,root of vestibulocochlear nerve,HOMBA:12868,0.683667,bm25+hierarchy_parent,root of vestibulocochlear nerve,Cochlear nerve,,1.0,needs_review,cochlear root of vestibulocochlear nerve,0.603667
Commissural stria terminalis,commissural branch of stria terminalis,HOMBA:AA30882,0.795462,bm25+fuzzy,commissural branch of stria terminalis,Commissural stria terminalis,,1.0,needs_review,stria terminalis,0.782738
Commissure of the superior colliculus,commissure of superior colliculus,HOMBA:AA30487,0.950756,bm25+fuzzy,commissure of superior colliculus,Commissure of the superior colliculus,,1.0,high_confidence,commissure of inferior colliculus,0.601391
Cornu ammonis 1,hippocampal proper (Cornu Ammonis),HOMBA:10296,0.856667,bm25+fuzzy,Cornu Ammonis,Cornu ammonis 1,,1.0,needs_review,"lobule VIIAt (tuber, part 1)",0.262891
Cornu ammonis 2,hippocampal proper (Cornu Ammonis),HOMBA:10296,0.856667,bm25+fuzzy,Cornu Ammonis,Cornu ammonis 2,,1.0,needs_review,"lobule VIIB (tuber, part 2)",0.262891
Cornu ammonis 3,hippocampal proper (Cornu Ammonis),HOMBA:10296,0.856667,bm25+fuzzy,Cornu Ammonis,Cornu ammonis 3,,1.0,needs_review,area 3 of primary somatosensory cortex,0.267564
Corpus callosum and associated subcortical white matter,white matter of brain,HOMBA:AA30482,0.598017,bm25+hierarchy_parent,white matter of brain,Corpus callosum and associated subcortical white matter,,1.0,low_confidence,corpus callosum,0.563902
Corticofugal tract and corona radiata,corona radiata,HOMBA:12030,0.655308,bm25+fuzzy+hierarchy_parent,corona radiata,Corticofugal tract and corona radiata,,1.0,needs_review,rostral portion of corona radiata,0.483598
Deeper layers of the superior colliculus,superior colliculus,HOMBA:12292,0.683987,bm25+fuzzy+hierarchy_parent,superior colliculus,Deeper layers of the superior colliculus,,1.0,needs_review,brachium of superior colliculus,0.587304
Dentate gyrus,dentate gyrus,HOMBA:10295,1.0,bm25+exact+fuzzy+hierarchy_parent,Dentate gyrus,Dentate gyrus,,1.0,high_confidence,major division of dentate gyrus,0.898452
"Dorsal cochlear nucleus, deep core",dorsal cochlear nucleus,HOMBA:12438,0.9,bm25+fuzzy,dorsal cochlear nucleus,"Dorsal cochlear nucleus, deep core",dorsal;core,0.5,modifier_conflict,dorsal part of pontine nucleus,0.582166
"Dorsal cochlear nucleus, fusiform and granule layer",dorsal cochlear nucleus,HOMBA:12438,0.73165,bm25+fuzzy,dorsal cochlear nuclei,dorsal cochlear nuclei fusiform and granule layer,dorsal;layer,0.5,modifier_conflict,granular cell layer of cochlear nuclei,0.587679
"Dorsal cochlear nucleus, molecular layer",dorsal cochlear nucleus,HOMBA:12438,0.819808,bm25+fuzzy,dorsal cochlear nucleus,"Dorsal cochlear nucleus, molecular layer",dorsal;molecular;layer,0.333333,modifier_conflict,layer 1 (molecular layer) of ERC,0.708485
Dorsolateral orbital area,orbital gyri,HOMBA:AA30533,0.528239,bm25+hierarchy_parent,orbital gyri,Dorsolateral orbital area,,1.0,low_confidence,dorsolateral part of pontine nucleus,0.452586
Dysgranular insular cortex,dysgranular insular cortex (area Idg),HOMBA:10289,1.0,bm25+exact+fuzzy+hierarchy_parent,Dysgranular insular cortex,Dysgranular insular cortex,,1.0,high_confidence,major insular cortex,0.97
Entopeduncular nucleus,entopeduncular nucleus,HOMBA:146034758,1.0,bm25+exact+fuzzy,Entopeduncular nucleus,Entopeduncular nucleus,,1.0,high_confidence,cerebellar deep nuclei,0.258872
Entorhinal area (medial part),medial (caudal) entorhinal cortex,HOMBA:10319,1.0,bm25+fuzzy,medial entorhinal area,Entorhinal area,medial,1.0,high_confidence,intermediate entorhinal cortex,0.899167
Ethmoid-Limitans nucleus,ethmoid thalamic nucleus,HOMBA:AA30314,0.6321,bm25+fuzzy,ethmoid thalamic nuclei,ethmoid limitans nuclei,,1.0,needs_review,posterior limitans nucleus,0.544091
External globus pallidus (lateral part),external division of globus pallidus,HOMBA:10343,0.859777,bm25+fuzzy,external division of globus pallidus,External globus pallidus (lateral part),lateral;external,0.5,modifier_conflict,external medullary lamina of globus pallidus,0.725567
External globus pallidus (medial part),external division of globus pallidus,HOMBA:10343,0.859777,bm25+fuzzy,external division of globus pallidus,External globus pallidus (medial part),medial;external,0.5,modifier_conflict,external medullary lamina of globus pallidus,0.725567
"External medullary lamina, auditory radiation",external medullary lamina of globus pallidus,HOMBA:12037,0.444876,bm25,external medullary lamina of pallidum,"External medullary lamina, auditory radiation",external,1.0,low_confidence,external medullary lamina of thalamus,0.444876
"External medullary lamina, unspecified",external medullary lamina of thalamus,HOMBA:12038,0.812769,bm25+fuzzy,external medullary lamina of thalamus,"External medullary lamina, unspecified",external,1.0,needs_review,external medullary lamina of globus pallidus,0.806964
"Facial nerve, unspecified",root of facial nerve,HOMBA:12862,0.591709,bm25+fuzzy+hierarchy_parent,root of facial nerve,"Facial nerve, unspecified",,1.0,low_confidence,genu of the facial nerve,0.555943
Fasciola cinereum,fasciola cinereum (ectosplenial area 26),HOMBA:AA30112,1.0,bm25+exact+fuzzy,Fasciola cinereum,Fasciola cinereum,,1.0,high_confidence,tuber cinereum,0.274822
Fields of Forel,nucleus of the field of Forel,HOMBA:10462,0.446243,bm25+fuzzy,nucleus of the field of Forel,Fields of Forel,,1.0,low_confidence,,
Fimbria of the hippocampus,fimbria,HOMBA:10575,0.928336,bm25+fuzzy,fimbria of hippocampus,Fimbria of the hippocampus,,1.0,high_confidence,hippocampal proper (Cornu Ammonis),0.380678
Frontal association area 3,frontal lobe,HOMBA:12113,0.303588,bm25+hierarchy_parent,frontal lobe,Frontal association area 3,,1.0,low_confidence,area 3 of primary somatosensory cortex,0.267564
Frontal association cortex,frontal cortex,HOMBA:10161,0.663184,bm25+fuzzy+hierarchy_parent,frontal cortex,Frontal association cortex,,1.0,needs_review,"frontal polar cortex (FP, area 10)",0.590008
Genu of the facial nerve,genu of the facial nerve,HOMBA:12738,1.0,bm25+exact+fuzzy,Genu of the facial nerve,Genu of the facial nerve,,1.0,high_confidence,root of facial nerve,0.357452
"Globus pallidus external, lateral part",external division of globus pallidus,HOMBA:10343,0.901216,bm25+fuzzy,globus pallidus externa,"Globus pallidus external, lateral part",external;lateral,0.5,modifier_conflict,external medullary lamina of globus pallidus,0.650755
"Globus pallidus external, medial part",external division of globus pallidus,HOMBA:10343,0.914167,bm25+fuzzy,globus pallidus externa,"Globus pallidus external, medial part",external;medial,0.5,modifier_conflict,external medullary lamina of globus pallidus,0.663883
Glomerular layer of the accessory olfactory bulb,glomerular layer of accessory olfactory bulb,HOMBA:AA30176,1.0,bm25+fuzzy,glomerular layer of accessory olfactory bulb,Glomerular layer of the accessory olfactory bulb,layer;accessory,1.0,high_confidence,glomerular layer of olfactory bulb,0.873098
Glomerular layer of the olfactory bulb,glomerular layer of olfactory bulb,HOMBA:AA30170,1.0,bm25+fuzzy,glomerular layer of olfactory bulb,Glomerular layer of the olfactory bulb,layer,1.0,high_confidence,glomerular layer of accessory olfactory bulb,0.94492
Granular insular cortex,granular insular cortex (area Ig),HOMBA:10290,1.0,bm25+exact+fuzzy,Granular insular cortex,Granular insular cortex,granular,1.0,high_confidence,caudal granular insular cortex,0.9975
Habenula (lateral part),habenular nuclei,HOMBA:10452,0.88,bm25+exact+fuzzy,Habenula,Habenula,lateral,0.0,needs_review,lateral habenular nucleus,0.87
Habenula (medial part),habenular nuclei,HOMBA:10452,0.88,bm25+exact+fuzzy,Habenula,Habenula,medial,0.0,needs_review,medial habenular nucleus,0.8725
Habenular commissure,habenular commissure,HOMBA:10566,1.0,bm25+exact+fuzzy,Habenular commissure,Habenular commissure,,1.0,high_confidence,hippocampal commissure,0.270689
"Hypothalamic region, unspecified",forebrain white matter (unspecified region),HOMBA:10557,0.582285,bm25+fuzzy,unspecified region,"Hypothalamic region, unspecified",,1.0,low_confidence,hindbrain white matter (unspecified region),0.582285
Inferior cerebellar peduncle,inferior cerebellar peduncle,HOMBA:12741,1.0,bm25+exact+fuzzy,Inferior cerebellar peduncle,Inferior cerebellar peduncle,,1.0,high_confidence,middle cerebellar peduncle (brachium pontis),0.676787
"Inferior colliculus, brachium",brachium of inferior colliculus,HOMBA:12327,0.874145,bm25+fuzzy,brachium of inferior colliculus,"Inferior colliculus, brachium",,1.0,needs_review,inferior colliculus,0.69747
"Inferior colliculus, central nucleus",inferior colliculus,HOMBA:12305,0.933772,bm25+hierarchy_parent,inferior colliculus,"Inferior colliculus, central nucleus",,1.0,high_confidence,central nucleus of inferior colliculus,0.853772
"Inferior colliculus, commissure",commissure of inferior colliculus,HOMBA:12333,0.865278,bm25+fuzzy,commissure of inferior colliculus,"Inferior colliculus, commissure",,1.0,needs_review,commissure of superior colliculus,0.558509
"Inferior colliculus, dorsal cortex",dorsal central nucleus of inferior colliculus,HOMBA:12307,0.972659,bm25+fuzzy,dorsal cortex of inferior colliculus,"Inferior colliculus, dorsal cortex",dorsal,1.0,high_confidence,inferior colliculus,0.655
"Inferior colliculus, external cortex",external shell (cortex) of inferior colliculus,HOMBA:12308,0.965739,bm25+fuzzy,external cortex of inferior colliculus,"Inferior colliculus, external cortex",external,1.0,high_confidence,external capsule,0.338177
Inferior olive,inferior olive,HOMBA:12600,1.0,bm25+exact+fuzzy+hierarchy_parent,Inferior olive,Inferior olive,,1.0,high_confidence,hilus of the inferior olive,0.722962
Infralimbic area,rostrodorsal division of A25 (infralimbic cortex),HOMBA:AA30037,0.561177,bm25+fuzzy,infralimbic cortex,Infralimbic area,,1.0,low_confidence,,
Infundibulum,infundibular stalk,HOMBA:10643,0.396,fuzzy,infundibular stalk,Infundibulum,,1.0,low_confidence,,
Interanteromedial thalamic nucleus,ventral midline nuclei of thalamus,HOMBA:AA30276,0.747953,hierarchy_parent,ventral midline nuclei of thalamus,Interanteromedial thalamic nucleus,,1.0,needs_review,interanteromedial nucleus of thalamus,0.667953
Intergeniculate leaflet,intergeniculate leaf,HOMBA:AA30305,0.773333,bm25+fuzzy,intergeniculate leaf,Intergeniculate leaflet,,1.0,needs_review,lateral geniculate nucleus (dorsal lateral geniculate nucleus),0.305917
Internal medullary lamina,internal medullary lamina of globus pallidus,HOMBA:12062,0.8775,bm25+fuzzy,internal medullary lamina of pallidum,Internal medullary lamina,,1.0,needs_review,internal medullary lamina of thalamus,0.8775
Interpeduncular nucleus,interpeduncular nucleus,HOMBA:12270,1.0,bm25+exact+fuzzy+hierarchy_parent,Interpeduncular nucleus,Interpeduncular nucleus,,1.0,high_confidence,"interpeduncular nucleus, apical division",0.796474
Intramedullary thalamic area,myelencephalon (medulla oblongata),HOMBA:10662,0.375,fuzzy,medulla,Intramedullary thalamic area,,1.0,low_confidence,internal medullary lamina of thalamus,0.359025
Lateral entorhinal cortex,lateral (rostral) entorhinal cortex,HOMBA:10318,1.0,bm25+exact+fuzzy,Lateral entorhinal cortex,Lateral entorhinal cortex,lateral,1.0,high_confidence,lateral intermediate division of entorhinal cortex,0.84376
Lateral habenular nucleus,lateral habenular nucleus,HOMBA:10453,1.0,bm25+exact+fuzzy,Lateral habenular nucleus,Lateral habenular nucleus,lateral,1.0,high_confidence,interstitial (dorsal) division of lateral habenular nucleus,0.87
"Lateral lemniscus, commissure",lateral lemniscus,HOMBA:12760,0.929524,bm25+fuzzy,lateral lemniscus,"Lateral lemniscus, commissure",lateral,1.0,high_confidence,nuclei of lateral lemniscus,0.729717
"Lateral lemniscus, dorsal nucleus",dorsal nucleus of lateral lemniscus,HOMBA:12455,0.963718,bm25+fuzzy,dorsal nuclei of lateral lemniscus,lateral lemniscus dorsal nuclei,lateral;dorsal,1.0,high_confidence,lateral subdivision of LaD,0.467509
"Lateral lemniscus, intermediate nucleus",intermediate nucleus of lateral lemniscus,HOMBA:12456,0.963418,bm25+fuzzy,intermediate nucleus of lateral lemniscus,"Lateral lemniscus, intermediate nucleus",lateral,1.0,high_confidence,nuclei of lateral lemniscus,0.489828
"Lateral lemniscus, unspecified",lateral lemniscus,HOMBA:12760,0.913822,bm25+fuzzy,lateral lemniscus,"Lateral lemniscus, unspecified",lateral,1.0,high_confidence,nuclei of lateral lemniscus,0.721281
"Lateral lemniscus, ventral nucleus",ventral nucleus of lateral lemniscus,HOMBA:12457,0.959619,bm25+fuzzy,ventral nuclei of lateral lemniscus,lateral lemniscus ventral nuclei,lateral;ventral,1.0,high_confidence,lateral subdivision of LaV,0.469477
Lateral olfactory tract,nucleus of lateral olfactory tract,HOMBA:10309,0.9975,bm25+fuzzy,nucleus of lateral olfactory tract,Lateral olfactory tract,lateral,1.0,high_confidence,olfactory tract,0.742101
Lateral orbital area,lateral orbital gyrus,HOMBA:12125,0.854066,bm25+fuzzy,lateral orbital gyrus,Lateral orbital area,lateral,1.0,needs_review,lateral orbital sulcus,0.828913
"Lateral posterior thalamic nucleus, lateral part",posterior thalamic radiation,HOMBA:12053,0.637017,bm25+fuzzy,posterior thalamic radiation,"Lateral posterior thalamic nucleus, lateral part",lateral;posterior,0.5,modifier_conflict,lateral posterior nucleus of thalamus,0.452482
"Lateral posterior thalamic nucleus, mediocaudal part",lateral posterior nucleus of thalamus,HOMBA:10408,0.730572,bm25+fuzzy,lateral posterior nuclei of thalamus,lateral posterior thalamic nuclei mediocaudal part,lateral;posterior,1.0,needs_review,ventral posterior lateral nucleus,0.702093
"Lateral posterior thalamic nucleus, mediorostral part",lateral posterior nucleus of thalamus,HOMBA:10408,0.739137,bm25+fuzzy,lateral posterior nucleus of thalamus,"Lateral posterior thalamic nucleus, mediorostral part",lateral;posterior,1.0,needs_review,ventral posterior lateral nucleus,0.713586
Lateral septal nucleus (rostral division),lateral septal nuclear complex,HOMBA:10352,1.0,bm25+exact+fuzzy,Lateral septal nucleus,Lateral septal nucleus,rostral;lateral,0.5,modifier_conflict,rostral extension of lateral septal nucleus (semilunar nucleus),0.891221
Lateral superior olive,medial superior olivary nucleus,HOMBA:12470,0.595786,bm25+fuzzy,medial superior olive,Lateral superior olive,lateral,0.0,low_confidence,"lateral parabrachial nucleus, superior division",0.380791
"Laterodorsal thalamic nucleus, dorsomedial part",ventral midline nuclei of thalamus,HOMBA:AA30276,0.622274,hierarchy_parent,ventral midline nuclei of thalamus,"Laterodorsal thalamic nucleus, dorsomedial part",,1.0,needs_review,dorsomedial hypothalamic nucleus,0.603745
"Laterodorsal thalamic nucleus, ventrolateral part",dorsal raphe nucleus,HOMBA:12223,0.601403,hierarchy_parent,dorsal raphe nucleus,"Laterodorsal thalamic nucleus, ventrolateral part",,1.0,needs_review,laterodorsal tegmental nucleus,0.600478
Mammillotegmental tract,mammillotegmental tract,HOMBA:12065,1.0,bm25+exact+fuzzy,Mammillotegmental tract,Mammillotegmental tract,,1.0,high_confidence,pyramidal tract,0.305573
Medial entorhinal cortex,medial (caudal) entorhinal cortex,HOMBA:10319,1.0,bm25+exact+fuzzy,Medial entorhinal cortex,Medial entorhinal cortex,medial,1.0,high_confidence,intermediate entorhinal cortex,0.84753
"Medial geniculate body, dorsal division",dorsal (rostral) division of medial geniculate nucleus,HOMBA:10435,0.774459,bm25+fuzzy,dorsal   division of medial geniculate nucleus,"Medial geniculate body, dorsal division",medial;dorsal,1.0,needs_review,medial division of medial geniculate nucleus,0.628705
"Medial geniculate body, marginal zone",marginal zone of medial geniculate nucleus,HOMBA:266441523,0.817547,bm25+fuzzy,marginal zone of medial geniculate nucleus,"Medial geniculate body, marginal zone",medial,1.0,needs_review,medial division of medial geniculate nucleus,0.390038
"Medial geniculate body, medial division",medial division of medial geniculate nucleus,HOMBA:10439,0.752283,bm25+fuzzy,medial division of medial geniculate nucleus,"Medial geniculate body, medial division",medial,1.0,needs_review,medial geniculate nucleus,0.7421
"Medial geniculate body, suprageniculate nucleus",medial geniculate nucleus,HOMBA:10434,0.819445,bm25+fuzzy,medial geniculate nucleus,"Medial geniculate body, suprageniculate nucleus",medial,1.0,needs_review,medial division of medial geniculate nucleus,0.761801
"Medial geniculate body, ventral division",ventral (caudal) division of medial geniculate nucleus,HOMBA:10438,0.774517,bm25+fuzzy,ventral   division of medial geniculate nucleus,"Medial geniculate body, ventral division",medial;ventral,1.0,needs_review,medial division of medial geniculate nucleus,0.626593
Medial geniculate complex (dorsal division),medial geniculate nuclear complex,HOMBA:AA30307,0.825834,bm25+fuzzy,medial geniculate nuclear complex,Medial geniculate complex,dorsal;medial,0.5,modifier_conflict,lateral geniculate nuclear complex,0.52373
Medial geniculate complex (marginal zone),marginal zone of medial geniculate nucleus,HOMBA:266441523,0.818191,bm25+fuzzy,marginal zone of medial geniculate nucleus,Medial geniculate complex (marginal zone),marginal;zone;marginal zone;medial,1.0,needs_review,medial geniculate nuclear complex,0.770834
Medial geniculate complex (medial division),medial geniculate nuclear complex,HOMBA:AA30307,0.923334,bm25+fuzzy,medial geniculate nuclear complex,Medial geniculate complex,medial,1.0,high_confidence,lateral geniculate nuclear complex,0.535464
Medial geniculate complex (ventral division),medial geniculate nuclear complex,HOMBA:AA30307,0.825834,bm25+fuzzy,medial geniculate nuclear complex,Medial geniculate complex,ventral;medial,0.5,modifier_conflict,lateral geniculate nuclear complex,0.52373
Medial habenular nucleus,medial habenular nucleus,HOMBA:10456,1.0,bm25+exact+fuzzy,Medial habenular nucleus,Medial habenular nucleus,medial,1.0,high_confidence,dorsal division of medial habenular nucleus,0.913605
Medial lemniscus decussation,decussation of medial lemniscus,HOMBA:12732,0.965498,bm25+fuzzy,decussation of medial lemniscus,Medial lemniscus decussation,medial;decussation,1.0,high_confidence,medial lemniscus,0.41244
"Medial lemniscus, unspecified",medial lemniscus,HOMBA:12763,0.902738,bm25+fuzzy,medial lemniscus,"Medial lemniscus, unspecified",medial,1.0,high_confidence,decussation of medial lemniscus,0.703251
Medial orbital area,medial orbital gyrus,HOMBA:12122,0.841567,bm25+fuzzy,medial orbital gyrus,Medial orbital area,medial,1.0,needs_review,medial orbital sulcus,0.815573
Medial superior olive,medial superior olivary nucleus,HOMBA:12470,1.0,bm25+exact+fuzzy,Medial superior olive,Medial superior olive,medial,1.0,high_confidence,"inferior olive, medial division",0.417508
Median eminence,median eminence,HOMBA:13338,1.0,bm25+exact+fuzzy+hierarchy_parent,Median eminence,Median eminence,,1.0,high_confidence,internal division of median eminence,0.69573
"Mediodorsal thalamic nucleus, central part",ventral midline nuclei of thalamus,HOMBA:AA30276,0.64394,hierarchy_parent,ventral midline nuclei of thalamus,"Mediodorsal thalamic nucleus, central part",,1.0,needs_review,mediodorsal nucleus of thalamus,0.580496
"Mediodorsal thalamic nucleus, lateral part","dentate nucleus, mediodorsal division",HOMBA:12398,0.776091,bm25+fuzzy,dentate lateral nucleus mediodorsal division,"Mediodorsal thalamic nucleus, lateral part",lateral,1.0,needs_review,"dorsal raphe nucleus, lateral division",0.689325
"Mediodorsal thalamic nucleus, medial part","medial parabrachial nucleus, medial division",HOMBA:12489,0.675396,bm25+fuzzy,"medial parabrachial nucleus, medial part","Mediodorsal thalamic nucleus, medial part",medial,1.0,needs_review,"hypoglossal nucleus, medial division",0.661457
