query,top_name,top_homba_id,score,methods,matched_alias,matched_query,modifier_terms,modifier_match_score,review_flag,rank2_name,rank2_score
Ventrolateral medulla,myelencephalon (medulla oblongata),HOMBA:10662,0.72379,bm25+fuzzy+hierarchy_parent,medulla oblongata,ventrolateral medulla oblongata,,1.0,needs_review,tegmentum of medulla oblongata,0.604519
Pedunculopontine tegmentum,pontine tegmentum,HOMBA:12416,0.761218,bm25+fuzzy+hierarchy_parent,pontine tegmentum,Pedunculopontine tegmentum,,1.0,needs_review,midbrain tegmentum,0.488941
Laterodorsal tegmentum,laterodorsal subdivision of PuM,HOMBA:AA30860,0.504802,bm25+fuzzy,laterodorsal subdivision of PuM,Laterodorsal tegmentum,,1.0,low_confidence,pontine tegmentum,0.500202
Lateral parabrachial nucleus,lateral parabrachial nucleus,HOMBA:12482,1.0,bm25+exact+fuzzy,Lateral parabrachial nucleus,Lateral parabrachial nucleus,lateral,1.0,high_confidence,"lateral parabrachial nucleus, central division",0.9975
Medial parabrachial nucleus,medial parabrachial nucleus,HOMBA:12487,1.0,bm25+exact+fuzzy,Medial parabrachial nucleus,Medial parabrachial nucleus,medial,1.0,high_confidence,"medial parabrachial nucleus, medial division",1.0
External lateral parabrachial nucleus,"lateral parabrachial nucleus, external division",HOMBA:12485,1.0,bm25+fuzzy,external part lateral parabrachial nucleus,External lateral parabrachial nucleus,external;lateral,1.0,high_confidence,"medial parabrachial nucleus, external division",0.817259
Periaqueductal gray,periaqueductal gray region,HOMBA:AA30359,0.94,bm25+fuzzy,periaqueductal gray region,Periaqueductal gray,,1.0,high_confidence,periaqueductal gray substance,0.845546
Locus coeruleus,nucleus coeruleus (locus coeruleus),HOMBA:12499,1.0,bm25+exact+fuzzy,Locus coeruleus,Locus coeruleus,,1.0,high_confidence,,
A1 catecholaminergic cell group,A8 dopamine cell group,HOMBA:AA30843,0.546582,bm25+fuzzy,A8 dopamine cell group,A1 catecholaminergic cell group,,1.0,low_confidence,A2 noradrenaline cell group,0.505364
A4 catecholaminergic cell group,A8 dopamine cell group,HOMBA:AA30843,0.546582,bm25+fuzzy,A8 dopamine cell group,A4 catecholaminergic cell group,,1.0,low_confidence,A2 noradrenaline cell group,0.505364
A5 catecholaminergic cell group,A8 dopamine cell group,HOMBA:AA30843,0.546582,bm25+fuzzy,A8 dopamine cell group,A5 catecholaminergic cell group,,1.0,low_confidence,A2 noradrenaline cell group,0.505364
A8 catecholaminergic cell group,A8 dopamine cell group,HOMBA:AA30843,0.674118,bm25+fuzzy,A8 dopamine cell group,A8 catecholaminergic cell group,,1.0,needs_review,A2 noradrenaline cell group,0.505364
Ventral tegmental area,ventral tegmental area,HOMBA:12261,1.0,bm25+exact+fuzzy,Ventral tegmental area,Ventral tegmental area,ventral,1.0,high_confidence,ventral tegmental tract in hindbrain,0.876515
Dorsal raphe,dorsal raphe nucleus,HOMBA:12223,0.947851,bm25+fuzzy,dorsal raphe nuclei,Dorsal raphe,dorsal,1.0,high_confidence,cap of dorsal raphe nucleus,0.778654
Median raphe,median raphe nucleus,HOMBA:12235,1.0,bm25+exact+fuzzy,Median raphe,Median raphe,,1.0,high_confidence,pontine raphe region,0.8342
Raphe magnus,raphe magnus nucleus,HOMBA:12642,1.0,bm25+exact+fuzzy,Raphe magnus,Raphe magnus,,1.0,high_confidence,raphe nuclei in medulla oblongata,0.8342
Raphe obscurus,raphe obscurus nucleus,HOMBA:12643,1.0,bm25+exact+fuzzy,Raphe obscurus,Raphe obscurus,,1.0,high_confidence,raphe nuclei in medulla oblongata,0.8342
Solitary tract,solitary tract,HOMBA:12783,1.0,bm25+exact+fuzzy,Solitary tract,Solitary tract,,1.0,high_confidence,solitary nucleus,0.715038
Corticospinal tract (pyramids),corticospinal tract,HOMBA:12047,0.88,bm25+exact+fuzzy,Corticospinal tract,Corticospinal tract,pyramids,0.0,needs_review,lateral corticospinal tract,0.7172
Cerebellar cortex (molecular layer),molecular layer of cerebellar cortex,HOMBA:AA30427,0.956353,bm25+fuzzy,molecular layer of cerebellar cortex,Cerebellar cortex (molecular layer),molecular;layer;molecular layer,1.0,high_confidence,cerebellar cortex,0.88
Cerebellar cortex (Purkinje cell layer),Purkinje cell layer of cerebellar cortex,HOMBA:AA30428,1.0,bm25+fuzzy,Purkinje cell layer of cerebellar cortex,cerebellar cortex purkinje cell layer of cerebellar cortex,purkinje;cell;layer;purkinje cell layer,1.0,high_confidence,cerebellar cortex,0.88
Cerebellar cortex (granular layer),cerebellar cortex,HOMBA:10657,0.88,bm25+exact+fuzzy,Cerebellar cortex,Cerebellar cortex,granular;layer;granular layer,0.0,needs_review,granular cell layer of cerebellar cortex,0.824397
Cerebellar vermis,cerebellar vermis,HOMBA:10658,1.0,bm25+exact+fuzzy,Cerebellar vermis,Cerebellar vermis,,1.0,high_confidence,cerebellar morphology,0.97
Cerebellar hemisphere,cerebellar hemisphere,HOMBA:10659,1.0,bm25+exact+fuzzy+hierarchy_parent,Cerebellar hemisphere,Cerebellar hemisphere,,1.0,high_confidence,cerebellar morphology,0.97
Flocculus,lobule Xa (flocculus),HOMBA:AA30424,1.0,bm25+exact+fuzzy,Flocculus,Flocculus,,1.0,high_confidence,lobule X (nodulus and flocculus),0.642785
Fastigial nucleus,fastigial (medial) nucleus,HOMBA:12402,1.0,bm25+exact+fuzzy+hierarchy_parent,Fastigial nucleus,Fastigial nucleus,,1.0,high_confidence,"fastigial nucleus, medial division",0.734583
Globose nucleus,medial interpositus (globose) nucleus,HOMBA:12400,1.0,bm25+exact+fuzzy,Globose nucleus,Globose nucleus,,1.0,high_confidence,interpositus (intermediate) nucleus,0.97
Emboliform nucleus,lateral interpositus (emboliform) nucleus,HOMBA:12401,1.0,bm25+exact+fuzzy,Emboliform nucleus,Emboliform nucleus,,1.0,high_confidence,interpositus (intermediate) nucleus,0.97
Dentate nucleus,dentate (lateral) nucleus,HOMBA:12396,1.0,bm25+exact+fuzzy+hierarchy_parent,Dentate nucleus,Dentate nucleus,,1.0,high_confidence,"dentate nucleus, mediodorsal division",0.675458
Inferior olive,inferior olive,HOMBA:12600,1.0,bm25+exact+fuzzy+hierarchy_parent,Inferior olive,Inferior olive,,1.0,high_confidence,hilus of the inferior olive,0.722962
Precentral gyrus,precentral gyrus,HOMBA:12114,1.0,bm25+exact+fuzzy,Precentral gyrus,Precentral gyrus,,1.0,high_confidence,uncus of (para)hippocampal gyrus,0.31092
Postcentral gyrus,postcentral gyrus,HOMBA:12132,1.0,bm25+exact+fuzzy,Postcentral gyrus,Postcentral gyrus,,1.0,high_confidence,uncus of (para)hippocampal gyrus,0.31092
Rolandic operculum,frontal operculum,HOMBA:12127,0.483506,bm25+fuzzy,frontal operculum,Rolandic operculum,,1.0,low_confidence,parietal operculum,0.461986
Superior frontal gyrus (dorsolateral),superior frontal gyrus,HOMBA:12115,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,dorsolateral,0.0,needs_review,dorsolateral prefrontal gyrus,0.713375
Middle frontal gyrus,middle frontal gyrus,HOMBA:12116,1.0,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,,1.0,high_confidence,frontal lobe,0.97
Inferior frontal gyrus (opercular part),"inferior frontal gyrus, opercular part",HOMBA:12119,1.0,bm25+exact+fuzzy,Inferior frontal gyrus (opercular part),Inferior frontal gyrus (opercular part),opercular,1.0,high_confidence,inferior frontal gyrus,0.88
Inferior frontal gyrus (triangular part),"inferior frontal gyrus, triangular part",HOMBA:12118,1.0,bm25+exact+fuzzy,Inferior frontal gyrus (triangular part),Inferior frontal gyrus (triangular part),triangular,1.0,high_confidence,inferior frontal gyrus,0.88
Superior frontal gyrus (medial),superior frontal gyrus,HOMBA:12115,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,medial,0.0,needs_review,superior frontal sulcus,0.575647
Supplementary motor area,medial division of area 6 (supplementary motor area),HOMBA:AA30012,1.0,bm25+exact+fuzzy,Supplementary motor area,Supplementary motor area,,1.0,high_confidence,lamina IX of spinal cord (spinal motor neurons),0.302383
Paracentral lobule,"paracentral lobule, rostral part",HOMBA:12126,0.789651,bm25+fuzzy,"paracentral lobule, rostral part",Paracentral lobule,,1.0,needs_review,"paracentral lobule, caudal part",0.691583
Superior frontal gyrus (orbital part),superior frontal gyrus,HOMBA:12115,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,orbital,0.0,needs_review,orbital frontal cortex,0.644356
Superior frontal gyrus (medial orbital),superior frontal gyrus,HOMBA:12115,0.88,bm25+exact+fuzzy,Superior frontal gyrus,Superior frontal gyrus,medial;orbital;medial orbital,0.0,needs_review,medial orbital frontal cortex (area 14),0.698659
Middle frontal gyrus (orbital part),middle frontal gyrus,HOMBA:12116,0.88,bm25+exact+fuzzy,Middle frontal gyrus,Middle frontal gyrus,orbital,0.0,needs_review,medial orbital gyrus,0.656102
Inferior frontal gyrus (orbital part),inferior frontal gyrus,HOMBA:12117,0.88,bm25+exact+fuzzy,Inferior frontal gyrus,Inferior frontal gyrus,orbital,0.0,needs_review,"inferior frontal gyrus, opercular part",0.689432
Gyrus rectus,rectus gyrus,HOMBA:12121,1.0,bm25+exact+fuzzy,Gyrus rectus,Gyrus rectus,,1.0,high_confidence,uncus of (para)hippocampal gyrus,0.31092
Olfactory cortex,olfactory division of entorhinal cortex,HOMBA:11371,0.640792,bm25+fuzzy,olfactory division of entorhinal cortex,Olfactory cortex,,1.0,needs_review,olfactory tubercle,0.278194
Superior temporal gyrus,superior temporal gyrus,HOMBA:12140,1.0,bm25+exact+fuzzy,Superior temporal gyrus,Superior temporal gyrus,,1.0,high_confidence,temporal lobe,0.97
Heschl gyrus,transverse temporal gyrus (Heschl's gyrus),HOMBA:12144,1.0,bm25+exact+fuzzy,Heschl gyrus,Heschl gyrus,,1.0,high_confidence,transverse temporal sulcus,0.510573
Middle temporal gyrus,middle temporal gyrus,HOMBA:12141,1.0,bm25+exact+fuzzy,Middle temporal gyrus,Middle temporal gyrus,,1.0,high_confidence,temporal lobe,0.97
Inferior temporal gyrus,inferior temporal gyrus,HOMBA:12142,1.0,bm25+exact+fuzzy,Inferior temporal gyrus,Inferior temporal gyrus,,1.0,high_confidence,temporal lobe,0.97
Superior parietal gyrus,parietal lobe,HOMBA:12131,0.877148,bm25+hierarchy_parent,parietal lobe,Superior parietal gyrus,,1.0,needs_review,superior parietal lobule (gyrus),0.797148
Inferior parietal lobule,inferior parietal lobule (gyrus),HOMBA:12134,1.0,bm25+exact+fuzzy,Inferior parietal lobule,Inferior parietal lobule,,1.0,high_confidence,parietal lobe,0.97
Angular gyrus,angular gyrus,HOMBA:12136,1.0,bm25+exact+fuzzy,Angular gyrus,Angular gyrus,,1.0,high_confidence,inferior parietal lobule (gyrus),0.8342
Supramarginal gyrus,supramarginal gyrus,HOMBA:12135,1.0,bm25+exact+fuzzy,Supramarginal gyrus,Supramarginal gyrus,,1.0,high_confidence,inferior parietal lobule (gyrus),0.8342
Precuneus,precuneaus (gyrus),HOMBA:12137,1.0,bm25+exact+fuzzy,Precuneus,Precuneus,,1.0,high_confidence,,
Superior occipital gyrus,superior occipital gyrus,HOMBA:12154,1.0,bm25+exact+fuzzy,Superior occipital gyrus,Superior occipital gyrus,,1.0,high_confidence,occipital lobe,0.97
Middle occipital gyrus,occipital lobe,HOMBA:12148,0.64386,bm25+fuzzy+hierarchy_parent,occipital lobe,Middle occipital gyrus,,1.0,needs_review,middle ectosylvian gyrus,0.576213
Inferior occipital gyrus,inferior occipital gyrus,HOMBA:12153,1.0,bm25+exact+fuzzy,Inferior occipital gyrus,Inferior occipital gyrus,,1.0,high_confidence,occipital lobe,0.97
Cuneus,cuneus (gyrus),HOMBA:12150,1.0,bm25+exact+fuzzy,Cuneus,Cuneus,,1.0,high_confidence,,
Calcarine fissure and surrounding cortex,calcarine sulcus (fissure),HOMBA:10612,0.572166,bm25+fuzzy+hierarchy_parent,calcarine fissure,Calcarine fissure and surrounding cortex,,1.0,low_confidence,rostral (common) portion of calcarine sulcus,0.436317
Lingual gyrus,lingual gyrus,HOMBA:12151,1.0,bm25+exact+fuzzy,Lingual gyrus,Lingual gyrus,,1.0,high_confidence,uncus of (para)hippocampal gyrus,0.31092
Fusiform gyrus,fusiform (occipitotemporal) gyrus,HOMBA:AA30549,1.0,bm25+exact+fuzzy,Fusiform gyrus,Fusiform gyrus,,1.0,high_confidence,uncus of (para)hippocampal gyrus,0.31092
Temporal pole (superior temporal gyrus),temporal pole (temporopolar cortex),HOMBA:12146,1.0,bm25+exact+fuzzy,Temporal pole,Temporal pole,superior;temporal;gyrus;superior temporal gyrus,0.25,modifier_conflict,superior temporal gyrus,0.513287
Temporal pole (middle temporal gyrus),temporal pole (temporopolar cortex),HOMBA:12146,1.0,bm25+exact+fuzzy,Temporal pole,Temporal pole,middle;temporal;gyrus;middle temporal gyrus,0.25,modifier_conflict,middle temporal gyrus,0.945
Anterior cingulate and paracingulate gyri,anterior cingulate  cortex (ventromedial prefrontal cortex),HOMBA:10278,0.530573,bm25+fuzzy,anterior cingulate  cortex,Anterior cingulate and paracingulate gyri,,1.0,low_confidence,cingulate cortex,0.525092
Median cingulate and paracingulate gyri,paracingulate gyrus,HOMBA:146034872,0.455713,bm25+fuzzy,paracingulate gyrus,Median cingulate and paracingulate gyri,,1.0,low_confidence,paracingulate sulcus,0.410222
Posterior cingulate gyrus,posterior cingulate cortex (PCC),HOMBA:10285,1.0,bm25+exact+fuzzy,Posterior cingulate gyrus,Posterior cingulate gyrus,posterior,1.0,high_confidence,"cingulate gyrus, caudal (posterior) part",0.889801
Hippocampus,hippocampus,HOMBA:AA30093,1.0,bm25+exact+fuzzy,Hippocampus,Hippocampus,,1.0,high_confidence,hippocampal proper (Cornu Ammonis),0.770833
Parahippocampal gyrus,parahippocampal gyrus,HOMBA:12162,1.0,bm25+exact+fuzzy+hierarchy_parent,Parahippocampal gyrus,Parahippocampal gyrus,,1.0,high_confidence,anterior parahippocampal gyrus,0.736733
Insula,insular lobe,HOMBA:12176,1.0,bm25+exact+fuzzy+hierarchy_parent,Insula,Insula,,1.0,high_confidence,limen insula,0.8125
Amygdala,amygdaloid complex,HOMBA:10361,1.0,bm25+exact+fuzzy,Amygdala,Amygdala,,1.0,high_confidence,regions of amygdaloid complex,0.903017
Caudate nucleus,caudate nucleus (mediodorsal division of the CP),HOMBA:10334,1.0,bm25+exact+fuzzy+hierarchy_parent,Caudate nucleus,Caudate nucleus,,1.0,high_confidence,body of caudate nucleus,0.843297
Lenticular nucleus (putamen),putamen (lateroventral division of the CP),HOMBA:10338,1.0,bm25+exact+fuzzy,Lenticular nucleus,Lenticular nucleus,putamen,1.0,high_confidence,caudal putamen,0.935
Lenticular nucleus (pallidum),putamen (lateroventral division of the CP),HOMBA:10338,0.88,bm25+exact+fuzzy,Lenticular nucleus,Lenticular nucleus,pallidum,0.0,needs_review,globus pallidus (paleostriatum),0.798348
Thalamus,thalamus,HOMBA:10390,1.0,bm25+exact+fuzzy,Thalamus,Thalamus,,1.0,high_confidence,regions of thalamus,0.7554
Putamen,putamen (lateroventral division of the CP),HOMBA:10338,1.0,bm25+exact+fuzzy+hierarchy_parent,Putamen,Putamen,,1.0,high_confidence,caudal putamen,0.7009
External globus pallidus,external division of globus pallidus,HOMBA:10343,0.978625,bm25+fuzzy,external division of globus pallidus,External globus pallidus,external,1.0,high_confidence,external medullary lamina of globus pallidus,0.806286
Internal globus pallidus,globus pallidus (paleostriatum),HOMBA:10342,0.938625,bm25+fuzzy+hierarchy_parent,globus pallidus (paleostriatum),Internal globus pallidus,,1.0,high_confidence,internal division of globus pallidus,0.858625
Nucleus accumbens,nucleus accumbens,HOMBA:10339,1.0,bm25+exact+fuzzy+hierarchy_parent,Nucleus accumbens,Nucleus accumbens,,1.0,high_confidence,core of nucleus accumbens,0.736733
Zona incerta,zona incerta,HOMBA:10463,1.0,bm25+exact+fuzzy,Zona incerta,Zona incerta,,1.0,high_confidence,,
Anterior thalamic nucleus,anterior nuclear complex of thalamus,HOMBA:10392,1.0,bm25+exact+fuzzy+hierarchy_parent,anterior thalamic nuclei,anterior thalamic nuclei,,1.0,high_confidence,ventral anterior nucleus of thalamus,0.75465
Ventral anterior thalamic nucleus,ventral anterior nucleus of thalamus,HOMBA:10417,1.0,bm25+exact+fuzzy,Ventral anterior thalamic nucleus,Ventral anterior thalamic nucleus,ventral,1.0,high_confidence,anterior nuclear complex of thalamus,0.6952
Ventral lateral thalamic nucleus,ventral lateral nucleus of thalamus,HOMBA:10420,1.0,bm25+exact+fuzzy,Ventral lateral thalamic nucleus,Ventral lateral thalamic nucleus,ventral;lateral,1.0,high_confidence,ventral medial nucleus of thalamus,0.808138
Ventralis intermedius,anterior (ventral /principal) pretectal nucleus,HOMBA:12187,0.37625,fuzzy,ventral,Ventralis intermedius,,1.0,low_confidence,anterior (ventral) spinal artery,0.37625
Ventral posterior internal thalamic nucleus,ventral posterior nuclear complex of thalamus,HOMBA:10423,0.968565,bm25+fuzzy,ventral posterior thalamic nucleus,Ventral posterior internal thalamic nucleus,ventral;posterior,1.0,high_confidence,ventral posterior inferior nucleus,0.784292
Ventral posterior external thalamic nucleus,ventral posterior nuclear complex of thalamus,HOMBA:10423,0.9231,bm25+fuzzy,ventral posterior thalamic nucleus,Ventral posterior external thalamic nucleus,ventral;posterior;external,0.666667,modifier_conflict,posterior nucleus of thalamus,0.733605
Mediodorsal thalamic nucleus,mediodorsal nucleus of thalamus,HOMBA:10398,1.0,bm25+exact+fuzzy,Mediodorsal thalamic nucleus,Mediodorsal thalamic nucleus,,1.0,high_confidence,ventral midline nuclei of thalamus,0.369763
Pulvinar,pulvinar of thalamus,HOMBA:10409,1.0,bm25+exact+fuzzy+hierarchy_parent,Pulvinar,Pulvinar,,1.0,high_confidence,lateroposterior-pulvinar complex,0.622417
Centre median parafascicular complex,subicular complex,HOMBA:266441673,0.447834,bm25+fuzzy,subicular complex,Centre median parafascicular complex,,1.0,low_confidence,posterior nuclear complex of thalamus,0.411386
Reticular perithalamic nucleus,reticular nucleus of thalamus,HOMBA:10464,0.851793,bm25+fuzzy,reticular thalamic nucleus,Reticular perithalamic nucleus,reticular,1.0,needs_review,parvicellular division of reticular nucleus (perireticular nucleus),0.704476
Internal capsule,internal capsule,HOMBA:10581,1.0,bm25+exact+fuzzy+hierarchy_parent,Internal capsule,Internal capsule,,1.0,high_confidence,genu of internal capsule,0.854167
Forel's field H,prerubral field (field H3),HOMBA:AA30325,0.517681,bm25+fuzzy,prerubral field (field H3),Forel's field H,,1.0,low_confidence,lenticular fasciculus (field H2),0.511554
Forel's field H1,thalamic fasciculus (field H1),HOMBA:10593,0.766297,bm25+fuzzy,field H1,Forel's field H1,,1.0,needs_review,prerubral field (field H3),0.504911
Forel's field H2,lenticular fasciculus (field H2),HOMBA:10585,0.766297,bm25+fuzzy,field H2,Forel's field H2,,1.0,needs_review,prerubral field (field H3),0.504911
Ansa lenticularis,ansa lenticularis,HOMBA:10571,1.0,bm25+exact+fuzzy,Ansa lenticularis,Ansa lenticularis,,1.0,high_confidence,ansa peduncularis,0.278026
Brachium conjunctivum,superior cerebellar peduncle (brachium conjunctivum),HOMBA:12354,1.0,bm25+exact+fuzzy,Brachium conjunctivum,Brachium conjunctivum,,1.0,high_confidence,middle cerebellar peduncle (brachium pontis),0.265671
Fornix,fornix,HOMBA:10576,1.0,bm25+exact+fuzzy+hierarchy_parent,Fornix,Fornix,,1.0,high_confidence,body of the fornix,0.589771
Lateral ventricle,body of lateral ventricles,HOMBA:10598,0.976667,bm25+fuzzy,body of lateral ventricle,Lateral ventricle,lateral,1.0,high_confidence,atrium of lateral ventricles,0.946389
CA1,CA1 region of hippocampus,HOMBA:10297,1.0,bm25+exact+fuzzy+hierarchy_parent,CA1,CA1,,1.0,high_confidence,"lamination of hippocampal proper (CA1, CA2, CA3)",1.0
CA2,CA2 region of hippocampus,HOMBA:10298,1.0,bm25+exact+fuzzy+hierarchy_parent,CA2,CA2,,1.0,high_confidence,"lamination of hippocampal proper (CA1, CA2, CA3)",1.0
CA3,CA3 region of hippocampus,HOMBA:10299,1.0,bm25+exact+fuzzy+hierarchy_parent,CA3,CA3,,1.0,high_confidence,"lamination of hippocampal proper (CA1, CA2, CA3)",1.0
CA4 (dentate hilus),CA4 region of hippocampus,HOMBA:10300,0.88,bm25+exact+fuzzy,CA4,CA4,dentate;hilus;dentate hilus,0.0,needs_review,dentate gyrus,0.558397
Dentate gyrus,dentate gyrus,HOMBA:10295,1.0,bm25+exact+fuzzy+hierarchy_parent,Dentate gyrus,Dentate gyrus,,1.0,high_confidence,major division of dentate gyrus,0.898452
Subiculum,subiculum proper (strictly defined subiculum),HOMBA:10302,1.0,bm25+exact+fuzzy+hierarchy_parent,Subiculum,Subiculum,,1.0,high_confidence,major division of subiculum,0.789559
Vestigial hippocampal sulcus,hippocampal commissure,HOMBA:10560,0.488353,bm25+fuzzy+hierarchy_parent,hippocampal commissure,Vestigial hippocampal sulcus,,1.0,low_confidence,hippocampal fissure,0.483314
Anterior nucleus (thalamus),rostral division of pulvinar,HOMBA:10410,0.923571,bm25+fuzzy,anterior nucleus of pulvinar,Anterior nucleus,thalamus,1.0,high_confidence,ventral anterior nucleus of thalamus,0.905634
Lateral geniculate nucleus,lateral geniculate nucleus (dorsal lateral geniculate nucleus),HOMBA:10429,1.0,bm25+exact+fuzzy,Lateral geniculate nucleus,Lateral geniculate nucleus,lateral,1.0,high_confidence,pregeniculate nucleus (ventral lateral geniculate nucleus),0.9975
Medial geniculate nucleus,medial geniculate nucleus,HOMBA:10434,1.0,bm25+exact+fuzzy,Medial geniculate nucleus,Medial geniculate nucleus,medial,1.0,high_confidence,dorsal (rostral) division of medial geniculate nucleus,0.9975
Ventral posterior thalamic nucleus,ventral posterior nuclear complex of thalamus,HOMBA:10423,1.0,bm25+exact+fuzzy,Ventral posterior thalamic nucleus,Ventral posterior thalamic nucleus,ventral;posterior,1.0,high_confidence,posterior nucleus of thalamus,0.9375
Intralaminar thalamic nuclei,posterior marginal (intralaminar) nucleus of thalamus (PIL),HOMBA:AA30311,0.592628,bm25+fuzzy,posterior marginal intralaminar thalamic nucleus pil,intralaminar thalamic nucleus,,1.0,low_confidence,ventral midline nuclei of thalamus,0.329197
Medial dorsal thalamic nucleus,central medial nucleus of thalamus,HOMBA:10445,0.765336,bm25+fuzzy,central medial nucleus of thalamus,medial dorsal nucleus of thalamus,medial;dorsal,0.5,modifier_conflict,ventral medial nucleus of thalamus,0.765336
Lateral posterior thalamic nucleus,lateral posterior nucleus of thalamus,HOMBA:10408,1.0,bm25+exact+fuzzy,Lateral posterior thalamic nucleus,Lateral posterior thalamic nucleus,lateral;posterior,1.0,high_confidence,posterior nucleus of thalamus,0.9375
Posterior thalamic nucleus,posterior nucleus of thalamus,HOMBA:10440,1.0,bm25+exact+fuzzy,Posterior thalamic nucleus,Posterior thalamic nucleus,posterior,1.0,high_confidence,lateral posterior nucleus of thalamus,0.9975
Medial pulvinar,medial division of pulvinar,HOMBA:10411,1.0,bm25+fuzzy,medial division of pulvinar of thalamus,medial pulvinar of thalamus,medial,1.0,high_confidence,pulvinar of thalamus,0.7172
Inferior pulvinar,inferior division of pulvinar,HOMBA:10413,1.0,bm25+exact+fuzzy,Inferior pulvinar,Inferior pulvinar,,1.0,high_confidence,pulvinar of thalamus,0.8342
Lateral pulvinar,lateral division of pulvinar,HOMBA:10412,1.0,bm25+fuzzy,lateral division of pulvinar of thalamus,lateral pulvinar of thalamus,lateral,1.0,high_confidence,pulvinar of thalamus,0.7172
Anterior pulvinar,pulvinar of thalamus,HOMBA:10409,0.7009,bm25+fuzzy+hierarchy_parent,pulvinar of thalamus,anterior pulvinar of thalamus,,1.0,needs_review,rostral division of pulvinar,0.665213
Ventral medial thalamic nucleus,ventral medial nucleus of thalamus,HOMBA:10427,1.0,bm25+exact+fuzzy,Ventral medial thalamic nucleus,Ventral medial thalamic nucleus,ventral;medial,1.0,high_confidence,ventral lateral nucleus of thalamus,0.808138
Transverse temporal gyri (Heschl's gyri),transverse temporal gyrus (Heschl's gyrus),HOMBA:12144,0.825032,bm25+fuzzy,transverse temporal gyrus (Heschl's gyrus),Transverse temporal gyri (Heschl's gyri),heschls;gyri;heschls gyri,0.333333,modifier_conflict,transverse temporal sulcus,0.581576
Planum temporale,planum temporale,HOMBA:12145,1.0,bm25+exact+fuzzy,Planum temporale,Planum temporale,,1.0,high_confidence,planum polare,0.278026
Temporal pole,temporal pole (temporopolar cortex),HOMBA:12146,1.0,bm25+exact+fuzzy,Temporal pole,Temporal pole,,1.0,high_confidence,temporal lobe,0.97
Limen insulae,limen insula,HOMBA:12179,1.0,bm25+exact+fuzzy,Limen insulae,Limen insulae,,1.0,high_confidence,insular lobe,0.219133
Uncus,uncus of (para)hippocampal gyrus,HOMBA:12165,0.22397,bm25,uncus of  hippocampal gyrus,Uncus,,1.0,low_confidence,,
Entorhinal area,entorhinal cortex,HOMBA:10317,1.0,bm25+exact+fuzzy+hierarchy_parent,Entorhinal area,Entorhinal area,,1.0,high_confidence,lateral (rostral) entorhinal cortex,0.7009
Periamygdaloid cortex,periamygdaloid cortex,HOMBA:AA30225,1.0,bm25+exact+fuzzy+hierarchy_parent,Periamygdaloid cortex,Periamygdaloid cortex,,1.0,high_confidence,sulcal periamygdaloid cortex,0.856667
Septal area,septal region (septal nuclear complex),HOMBA:10350,1.0,bm25+exact+fuzzy+hierarchy_parent,Septal area,Septal area,,1.0,high_confidence,rostral septal nuclear complex,0.768
Arcuate fasciculus,arcuate fasciculus,HOMBA:10569,1.0,bm25+exact+fuzzy,Arcuate fasciculus,Arcuate fasciculus,,1.0,high_confidence,dorsal fasciculus (column) of spinal cord,0.281876
Inferior longitudinal fasciculus,inferior longitudinal fasciculus,HOMBA:10580,1.0,bm25+exact+fuzzy,Inferior longitudinal fasciculus,Inferior longitudinal fasciculus,,1.0,high_confidence,longitudinal fasciculus,0.856667
Uncinate fasciculus,uncinate fasciculus,HOMBA:10594,1.0,bm25+exact+fuzzy,Uncinate fasciculus,Uncinate fasciculus,,1.0,high_confidence,dorsal fasciculus (column) of spinal cord,0.281876
Meyer's loop (geniculocalcarine tract),Meyer's loop of optic radiation,HOMBA:266441617,0.537936,bm25+fuzzy,Meyer's loop of optic radiation,Meyer's loop (geniculocalcarine tract),geniculocalcarine;tract;geniculocalcarine tract,0.0,low_confidence,capsular part of optic radiation (geniculocalcarine tract),0.451356
Fimbria,fimbria,HOMBA:10575,1.0,bm25+exact+fuzzy,Fimbria,Fimbria,,1.0,high_confidence,hippocampus,0.206021
Alveus,alveus,HOMBA:10570,1.0,bm25+exact+fuzzy,Alveus,Alveus,,1.0,high_confidence,,
Temporal horn of the lateral ventricle,rostral horn of lateral ventricles,HOMBA:10597,0.831623,bm25+fuzzy,anterior horn of lateral ventricle,Temporal horn of the lateral ventricle,lateral,1.0,needs_review,caudal horn of lateral ventricles,0.829605
Angular gyrus (anterior),angular gyrus,HOMBA:12136,0.88,bm25+exact+fuzzy,Angular gyrus,Angular gyrus,anterior,0.0,needs_review,anterior cingulate  cortex (ventromedial prefrontal cortex),0.420214
Angular gyrus (posterior),angular gyrus,HOMBA:12136,0.88,bm25+exact+fuzzy,Angular gyrus,Angular gyrus,posterior,0.0,needs_review,posterior cingulate cortex (PCC),0.418496
Intracalcarine cortex (inferior),inferior lateral parietal cortex,HOMBA:10225,0.681447,bm25+fuzzy,posteroventral parietal cortex inferior,Intracalcarine cortex (inferior),inferior,1.0,needs_review,inferior temporal cortex,0.646696
