query,top_name,top_homba_id,score,methods,matched_alias,matched_query,modifier_terms,modifier_match_score,review_flag,rank2_name,rank2_score
Ventrolateral thalamic nucleus,rostral intralaminar nuclei of thalamus,HOMBA:10443,0.744627,hierarchy_parent,rostral intralaminar nuclei of thalamus,Ventrolateral thalamic nucleus,,1.0,needs_review,dorsal midline nuclei of thalamus,0.720288
Ventromedial thalamic nucleus,caudal intralaminar nuclei of thalamus,HOMBA:10448,0.823683,hierarchy_parent,caudal intralaminar nuclei of thalamus,Ventromedial thalamic nucleus,,1.0,needs_review,rostral intralaminar nuclei of thalamus,0.746714
Vestibular apparatus,vestibular nuclei in pons,HOMBA:12448,0.450766,bm25+fuzzy+hierarchy_parent,vestibular nucleus,Vestibular apparatus,,1.0,low_confidence,vestibular nuclei in medulla,0.399722
Vestibular nerve,root of vestibulocochlear nerve,HOMBA:12868,0.665174,bm25+hierarchy_parent,root of vestibulocochlear nerve,Vestibular nerve,,1.0,needs_review,vestibular root of vestibulocochlear nerve,0.585174
Xiphoid thalamic nucleus,xiphoid thalamic nucleus,HOMBA:AA30277,1.0,bm25+exact+fuzzy,Xiphoid thalamic nucleus,Xiphoid thalamic nucleus,,1.0,high_confidence,ventral midline nuclei of thalamus,0.97
Zona incerta (caudal part),zona incerta,HOMBA:10463,0.88,bm25+exact+fuzzy,Zona incerta,Zona incerta,caudal,0.0,needs_review,(caudal) collateral sulcus (medial occipitotemporal sulcus),0.35662
Zona incerta (dorsal part),zona incerta,HOMBA:10463,0.88,bm25+exact+fuzzy,Zona incerta,Zona incerta,dorsal,0.0,needs_review,caudal (dorsal) parasubiculum (subdivision b only),0.336611
Zona incerta (rostral part),zona incerta,HOMBA:10463,0.88,bm25+exact+fuzzy,Zona incerta,Zona incerta,rostral,0.0,needs_review,anterior (rostral) cortical nucleus of amygdala,0.35062
Zona incerta (ventral part),zona incerta,HOMBA:10463,0.88,bm25+exact+fuzzy,Zona incerta,Zona incerta,ventral,0.0,needs_review,anterior (ventral /principal) pretectal nucleus,0.343634
"Zona incerta, A11 dopamine cells",zona incerta,HOMBA:10463,0.649074,bm25+fuzzy,zona incerta,"Zona incerta, A11 dopamine cells",,1.0,needs_review,rostral intermediate orbital frontal cortex (area 11),0.229436
"Zona incerta, A13 dopamine cells",zona incerta,HOMBA:10463,0.649074,bm25+fuzzy,zona incerta,"Zona incerta, A13 dopamine cells",,1.0,needs_review,caudal intermediate orbital frontal cortex (area 13),0.229436
"Zona incerta, caudal part",zona incerta,HOMBA:10463,0.667796,bm25+fuzzy,zona incerta,"Zona incerta, caudal part",caudal,0.0,needs_review,(caudal) collateral sulcus (medial occipitotemporal sulcus),0.35662
"Zona incerta, dorsal part",zona incerta,HOMBA:10463,0.667796,bm25+fuzzy,zona incerta,"Zona incerta, dorsal part",dorsal,0.0,needs_review,caudal (dorsal) parasubiculum (subdivision b only),0.336611
"Zona incerta, rostral part",zona incerta,HOMBA:10463,0.748859,bm25+fuzzy,zona incerta,"Zona incerta, rostral part",,1.0,needs_review,"lobule II (central lobule, rostral part)",0.23062
"Zona incerta, ventral part",zona incerta,HOMBA:10463,0.658996,bm25+fuzzy,zona incerta,"Zona incerta, ventral part",ventral,0.0,needs_review,anterior (ventral /principal) pretectal nucleus,0.343634
